image_id,image_path,relative_path,original_label,class_label,exists,is_valid,width,height,mode,sha256,error,is_exact_duplicate,has_label_conflict,class_index
17947,data/raw/extracted/InfraredSolarModules/images/17947.jpg,images/17947.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8c32617c7d4ac54656ef97e1461b309d3e43d8fb78c78c51aa812266f481a848,,False,False,0
457,data/raw/extracted/InfraredSolarModules/images/457.jpg,images/457.jpg,Offline-Module,Offline-Module,True,True,24,40,L,d3fdc436fde3caae20fb46079a41945c0baa10e3370742c3cfa0c6e98d7f8dfa,,False,False,8
2525,data/raw/extracted/InfraredSolarModules/images/2525.jpg,images/2525.jpg,Shadowing,Shadowing,True,True,24,40,L,426030ade1b4b7b440a589879d7b792ccfea41d96310a02117e91accd53fa6e0,,False,False,9
9493,data/raw/extracted/InfraredSolarModules/images/9493.jpg,images/9493.jpg,Vegetation,Vegetation,True,True,24,40,L,c537d4f9b1a5f3a5336c5988de5477cd9a59f93dcf271adabcbbaf23a119bb6e,,False,False,11
17519,data/raw/extracted/InfraredSolarModules/images/17519.jpg,images/17519.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,ad599d75e453deb72be153f0aa63d97406ce48597ca9efc36192ff20d444d8a2,,False,False,0
6733,data/raw/extracted/InfraredSolarModules/images/6733.jpg,images/6733.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,4e02716116e2719a1f4ecda17bccc37f4f18ba0d9604b7ab8b93545d4a9f8098,,False,False,6
11715,data/raw/extracted/InfraredSolarModules/images/11715.jpg,images/11715.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,2b716ecdaa3beb3ab83583177fe37fc4f5a68c363bf715dab3c91803b9612b34,,False,False,0
19888,data/raw/extracted/InfraredSolarModules/images/19888.jpg,images/19888.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c1d7d151cc16b45a9fd64f56a66539692c8a920f54a91684261f1f139d875eff,,False,False,0
2109,data/raw/extracted/InfraredSolarModules/images/2109.jpg,images/2109.jpg,Diode,Diode,True,True,24,40,L,430cea8c7fef8a3fda54c09b5df6aa4b7df8704f9f31c05cba54c563eb2a4ab7,,False,False,4
15283,data/raw/extracted/InfraredSolarModules/images/15283.jpg,images/15283.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cbdfcdd7768e2127145eb42bb9f34751f46e79ffac3efd8a81d2e88ad3bea1e3,,False,False,0
1920,data/raw/extracted/InfraredSolarModules/images/1920.jpg,images/1920.jpg,Diode,Diode,True,True,24,40,L,58d585b7c4fd886828add74e8c4e211eec3f1d26087dd774052d5a29adab7708,,False,False,4
14986,data/raw/extracted/InfraredSolarModules/images/14986.jpg,images/14986.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,23244dec69ad8b55c11244564c84c135bad8bba3c8f8fd9f15b759ab87ab79e3,,False,False,0
9727,data/raw/extracted/InfraredSolarModules/images/9727.jpg,images/9727.jpg,Vegetation,Vegetation,True,True,24,40,L,e48dd0c5b6e88c2a99b1cbdc1993411bcd11371033e6ce1ce56c176607819be0,,False,False,11
11009,data/raw/extracted/InfraredSolarModules/images/11009.jpg,images/11009.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,4fdd31c440012fddc1bdef4b6a270e76dc474be02e4436a86d22b105989da0b3,,False,False,0
3356,data/raw/extracted/InfraredSolarModules/images/3356.jpg,images/3356.jpg,Shadowing,Shadowing,True,True,24,40,L,81f2a9e7a6fd24741cb33fde8369d4e9b5105bdc4ef5dd9ebd62771688e9dd02,,False,False,9
10299,data/raw/extracted/InfraredSolarModules/images/10299.jpg,images/10299.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,3d581f0817b28b41734bd15faa0da75f14fcbd4f75cca7d69e46994aa9a92e4d,,False,False,0
6378,data/raw/extracted/InfraredSolarModules/images/6378.jpg,images/6378.jpg,Cell,Cell,True,True,24,40,L,db33bafaa8f457f69ccbb961966771fb5ac9eecd386de57fe8f0d6d58d1c373d,,False,False,1
12344,data/raw/extracted/InfraredSolarModules/images/12344.jpg,images/12344.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,68b828314124bda874ffba0657aed882033035ed424ac540bde5e5cfd97168db,,False,False,0
11485,data/raw/extracted/InfraredSolarModules/images/11485.jpg,images/11485.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f12661020b6c49f83835116f5bd4844ab756d13820cf7d123d2025b0264dc43e,,False,False,0
6674,data/raw/extracted/InfraredSolarModules/images/6674.jpg,images/6674.jpg,Cell,Cell,True,True,24,40,L,8de447a16cc3a3fa6ba38e5731886ed4adbd6d10dd7797fa1d7f5056e51c2316,,False,False,1
14870,data/raw/extracted/InfraredSolarModules/images/14870.jpg,images/14870.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,65575f8390a6d697b7c8d0d07c32452ab7ec23a3c22d3c99e0d63ff688292037,,False,False,0
19159,data/raw/extracted/InfraredSolarModules/images/19159.jpg,images/19159.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,447f5c58f490d74aa5acc33fc163869ef6078db7b6e7c8960ba3bf15aae6f0d6,,False,False,0
19774,data/raw/extracted/InfraredSolarModules/images/19774.jpg,images/19774.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,0e9b52d5c567977c94ab95b8e47d7362ec98680453efaf33b867ecb365a867fb,,False,False,0
10069,data/raw/extracted/InfraredSolarModules/images/10069.jpg,images/10069.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,eb9ebf29bf6d09514f433c778fba56ad6feff11712d4a299e391f440a9681459,,False,False,0
3244,data/raw/extracted/InfraredSolarModules/images/3244.jpg,images/3244.jpg,Shadowing,Shadowing,True,True,24,40,L,cd4a34702e1f3cbbbc09a6a09c562b5243271d805fe58a6e6c3c57b95233905b,,False,False,9
12487,data/raw/extracted/InfraredSolarModules/images/12487.jpg,images/12487.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,6c60e994c66d46bcf166e8a403cd3610c0fc3f2e340a8d55ac376cb2aedf71d5,,False,False,0
12395,data/raw/extracted/InfraredSolarModules/images/12395.jpg,images/12395.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,d2d84a196bdbf3a7c7bab372f3473b2d19cda5366544e569d16e397c697e7c38,,False,False,0
18373,data/raw/extracted/InfraredSolarModules/images/18373.jpg,images/18373.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5eda5bd16933e41015f0132f7edb184730dc5b9c4f38c05fb5f69557f5488fcf,,False,False,0
7263,data/raw/extracted/InfraredSolarModules/images/7263.jpg,images/7263.jpg,Cracking,Cracking,True,True,24,40,L,4c7618f2eff8ea174ac5f801f2ef4da58cb5b339e352dfd101627e60015973cf,,False,False,3
10419,data/raw/extracted/InfraredSolarModules/images/10419.jpg,images/10419.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8e2b22f3a88f04495be59f5ff670a7ab25699ccb32979567719e7cfa74fc5f41,,False,False,0
2544,data/raw/extracted/InfraredSolarModules/images/2544.jpg,images/2544.jpg,Shadowing,Shadowing,True,True,24,40,L,bcc0e6b7e282884da9639f12788966280f3b35ff3d5ff950ecec381321d7cf88,,False,False,9
8963,data/raw/extracted/InfraredSolarModules/images/8963.jpg,images/8963.jpg,Vegetation,Vegetation,True,True,24,40,L,7b0cf7034d4cc26ae470261d1026d1bd44cf9008e5a0d80b3995aef2a053d795,,False,False,11
18822,data/raw/extracted/InfraredSolarModules/images/18822.jpg,images/18822.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,db6a76d84b8ecc6e5d363923dc70cb5e7b94f63af8ad821f28c72e916e4e2317,,False,False,0
6577,data/raw/extracted/InfraredSolarModules/images/6577.jpg,images/6577.jpg,Cell,Cell,True,True,24,40,L,3185350ba1f02be3ad4785e896c1f5191bf37977dbc1a5f60b13332c86aac91a,,False,False,1
13061,data/raw/extracted/InfraredSolarModules/images/13061.jpg,images/13061.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5ea9d770b3e4d196e13dd8d19fa78bb3817c0000742d144627e16b27fc275bf5,,False,False,0
15834,data/raw/extracted/InfraredSolarModules/images/15834.jpg,images/15834.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8d71d5888d6a7b06a3d8e9fc1b68d8342dd826aa908637eb1d9c55c3d5e0d5f1,,False,False,0
11834,data/raw/extracted/InfraredSolarModules/images/11834.jpg,images/11834.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5ace90463b5b57b9324961eabaa11e0bd087b8854a7822044e8ce54f88ce22b3,,False,False,0
15525,data/raw/extracted/InfraredSolarModules/images/15525.jpg,images/15525.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f61888dc94ac6dd990a34f7557daba8ba165dded17b6249b94702757a3fb3003,,False,False,0
13943,data/raw/extracted/InfraredSolarModules/images/13943.jpg,images/13943.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,abfa8dbc2d0567ffe775c95bc3cfd0bb26ff2b1aec855674142552585decf18e,,False,False,0
8489,data/raw/extracted/InfraredSolarModules/images/8489.jpg,images/8489.jpg,Vegetation,Vegetation,True,True,24,40,L,4dbea8ca61d28e53d31f70a28cf1bf676053fd82b1972ce8c466215c35926892,,False,False,11
11170,data/raw/extracted/InfraredSolarModules/images/11170.jpg,images/11170.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,1cbd7dc0d8da687a51b4b0769d5aff5fc11c1afbef3c29e1b2711ba749c9eadd,,False,False,0
14941,data/raw/extracted/InfraredSolarModules/images/14941.jpg,images/14941.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,6e869f600fe39cb94e8db71bdb2f9d00fe6a97a35ffd2f4563f28e610fd5f96b,,False,False,0
19039,data/raw/extracted/InfraredSolarModules/images/19039.jpg,images/19039.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,137686f76494bc9466fdbb620c0a4b2576544e7bbaa5703ec2e79f255b1f52f7,,False,False,0
17110,data/raw/extracted/InfraredSolarModules/images/17110.jpg,images/17110.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a74a404d4b432350853c45ffe1164d26bcebe04a8b3dd265e74461f4715d48cb,,False,False,0
11672,data/raw/extracted/InfraredSolarModules/images/11672.jpg,images/11672.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,ed88b682d77788d77d2d200f6d631fe419880bb3925a8ad8416a224320f0258f,,False,False,0
1333,data/raw/extracted/InfraredSolarModules/images/1333.jpg,images/1333.jpg,Diode,Diode,True,True,24,40,L,7474e96cadde0b8ad81d5047645009cbcdfe2d0556aac30609d16f5f3e198e64,,False,False,4
19176,data/raw/extracted/InfraredSolarModules/images/19176.jpg,images/19176.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,eea7544cfc3eb49321e89dcd46f5ebeee5d81cc7fe81718ab589dac269ad37bf,,False,False,0
8417,data/raw/extracted/InfraredSolarModules/images/8417.jpg,images/8417.jpg,Vegetation,Vegetation,True,True,24,40,L,e9a60e1845ebd5ce5debeeb88d383f43ddbc105119f69c0ca370be116dac8c56,,False,False,11
15031,data/raw/extracted/InfraredSolarModules/images/15031.jpg,images/15031.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c3f5a84cf6d2739e0214a62980543f06df02a6089abdbfd218d9902fc2e89ca9,,False,False,0
3601,data/raw/extracted/InfraredSolarModules/images/3601.jpg,images/3601.jpg,Cell-Multi,Cell-Multi,True,True,24,40,L,db2a7a935159b5d9a73b82801ce8a3d0f85dc4d10f8ab30999d1803d93c7adff,,False,False,2
9194,data/raw/extracted/InfraredSolarModules/images/9194.jpg,images/9194.jpg,Vegetation,Vegetation,True,True,24,40,L,93bfd49be2e406aabf7f11a9a77d3840623e5ffc753a7cf7da27e7977e0570d6,,False,False,11
16754,data/raw/extracted/InfraredSolarModules/images/16754.jpg,images/16754.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,b61c7d375b17f22821988d9cfb9b04528f631cce4e0d8167c0cb96ec3347df65,,False,False,0
18574,data/raw/extracted/InfraredSolarModules/images/18574.jpg,images/18574.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,3f96135255c4ef26dc814583b6d2ff93807fb8674835cbf6e18b594a321c0253,,False,False,0
8651,data/raw/extracted/InfraredSolarModules/images/8651.jpg,images/8651.jpg,Vegetation,Vegetation,True,True,24,40,L,a094b568346a13d5967c95abb77ae4e071a46bd2a059e314e895be1897e4da82,,False,False,11
2595,data/raw/extracted/InfraredSolarModules/images/2595.jpg,images/2595.jpg,Shadowing,Shadowing,True,True,24,40,L,5805e098a425c7fee434874dbd7b478a640031bc1847374ea982c6dbf8194a1a,,False,False,9
6620,data/raw/extracted/InfraredSolarModules/images/6620.jpg,images/6620.jpg,Cell,Cell,True,True,24,40,L,7c814304ce15e2a3d12b76f4b01377505cb3245014ce62999e718ae7921af898,,False,False,1
8742,data/raw/extracted/InfraredSolarModules/images/8742.jpg,images/8742.jpg,Vegetation,Vegetation,True,True,24,40,L,5081b445ec97ffa1ae802bb9fd9dc2fa2ccaac707f03be02f7ee9d35ddd0bb71,,False,False,11
10723,data/raw/extracted/InfraredSolarModules/images/10723.jpg,images/10723.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a11504577e59e4d39f6b4e9f863649aba8642a60469fe1e4b3a3bfccf3b685b8,,False,False,0
16965,data/raw/extracted/InfraredSolarModules/images/16965.jpg,images/16965.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,32da0e212bcdb5d0bea7a0045055719faee48c76ed9ecdc293f3831e7bf4150e,,False,False,0
5254,data/raw/extracted/InfraredSolarModules/images/5254.jpg,images/5254.jpg,Cell,Cell,True,True,24,40,L,4a91d913f4cbd0bbbd3354c10fb387c7ba14d2f5f1bd466813a719b18399d573,,False,False,1
4149,data/raw/extracted/InfraredSolarModules/images/4149.jpg,images/4149.jpg,Cell-Multi,Cell-Multi,True,True,24,40,L,f3b5609fdc6154724f3561bcf12829764cbb0c6ffdc5f93cf8f320de69c2d1f4,,False,False,2
9349,data/raw/extracted/InfraredSolarModules/images/9349.jpg,images/9349.jpg,Vegetation,Vegetation,True,True,24,40,L,8a51afe0244f840b35c5887ec8d9a0425e06ed1de549f4a2d000629bff015e02,,False,False,11
2420,data/raw/extracted/InfraredSolarModules/images/2420.jpg,images/2420.jpg,Diode,Diode,True,True,24,40,L,9a1d55486841c931186881fdbebaa98a731af30ae6f61c0f0381d9f37053c0f4,,False,False,4
15063,data/raw/extracted/InfraredSolarModules/images/15063.jpg,images/15063.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8b7ac76c44e22c8c21ae5afa4f104b99d2cd8e8921e0315c27765c41b2b89587,,False,False,0
6757,data/raw/extracted/InfraredSolarModules/images/6757.jpg,images/6757.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,40e01331c301ce6fc6f8beb2e6890c0fd3aed3f37b54aa319e5ee9312d7a34c5,,False,False,6
4899,data/raw/extracted/InfraredSolarModules/images/4899.jpg,images/4899.jpg,Cell,Cell,True,True,24,40,L,ac23b74b11da9a6ebaa6293b9aba2848eea369f73a528d39973ddaf4314559c4,,False,False,1
7966,data/raw/extracted/InfraredSolarModules/images/7966.jpg,images/7966.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,0690b94b54e03cf4e03a36acd8d8b8fd7c1030b5088d5abc6d6a7350b26c1736,,False,False,7
3564,data/raw/extracted/InfraredSolarModules/images/3564.jpg,images/3564.jpg,Cell-Multi,Cell-Multi,True,True,24,40,L,bf4d64c9bacad62312a772f105d6d6b9dc1d7cdf550d83e8d432f201524a512e,,False,False,2
5136,data/raw/extracted/InfraredSolarModules/images/5136.jpg,images/5136.jpg,Cell,Cell,True,True,24,40,L,21b2bc9f99e7338edbabf0abc72bb6632f08f84f66051d2c1a10d558f90156ca,,False,False,1
7054,data/raw/extracted/InfraredSolarModules/images/7054.jpg,images/7054.jpg,Cracking,Cracking,True,True,24,40,L,a4459ede313c383217f81901763fcea2e1f8d5884c6bde0e859eecd720b36550,,False,False,3
5082,data/raw/extracted/InfraredSolarModules/images/5082.jpg,images/5082.jpg,Cell,Cell,True,True,24,40,L,088085f3572a2c883a82157f9a54ca57690676d41a0f96a7f3d05a74f830ef47,,False,False,1
14795,data/raw/extracted/InfraredSolarModules/images/14795.jpg,images/14795.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,816eeaab9ed8fca62982533c0a11b803938372a066f6e5dd37cbc0f8d40c81aa,,False,False,0
19684,data/raw/extracted/InfraredSolarModules/images/19684.jpg,images/19684.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,b7606f12fa5c9e1cf23fb34765a97d30bed566fcee852212a8375990c0f6b3ab,,False,False,0
9709,data/raw/extracted/InfraredSolarModules/images/9709.jpg,images/9709.jpg,Vegetation,Vegetation,True,True,24,40,L,752dca6deaf863f2d72d094728b50867854682bd3a618fe1ff625e94438a0703,,False,False,11
1107,data/raw/extracted/InfraredSolarModules/images/1107.jpg,images/1107.jpg,Diode,Diode,True,True,24,40,L,952f62b4a0462f9dbbb9b9f8127f2c47f2e82f57aec6193de4baa91b8c254658,,False,False,4
19322,data/raw/extracted/InfraredSolarModules/images/19322.jpg,images/19322.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,66423406651492b12c7390a1c802585f9ba98163a25605117e341615eb537280,,False,False,0
16517,data/raw/extracted/InfraredSolarModules/images/16517.jpg,images/16517.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c71358981f87383b6ec2e6bff28ac32c7ae3439a775716441671c9464bedc2a3,,False,False,0
5505,data/raw/extracted/InfraredSolarModules/images/5505.jpg,images/5505.jpg,Cell,Cell,True,True,24,40,L,fc49a6288085728971cc935899931e52e5079e2fccb0e6d85f1f667588f78f49,,False,False,1
17618,data/raw/extracted/InfraredSolarModules/images/17618.jpg,images/17618.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,e9c281379ad04862e418a0fb943bf544d29033d343066362c9e64573a4bac5ae,,False,False,0
1748,data/raw/extracted/InfraredSolarModules/images/1748.jpg,images/1748.jpg,Diode,Diode,True,True,24,40,L,2b754aeadac740211f3defe0727452d00aa061fa54f1be202608713cbdf0cceb,,False,False,4
18321,data/raw/extracted/InfraredSolarModules/images/18321.jpg,images/18321.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,eec3588ba80e879fa1bcccc4967b3c0587d6d8b7e98992646f1a68e36e330a14,,False,False,0
2813,data/raw/extracted/InfraredSolarModules/images/2813.jpg,images/2813.jpg,Shadowing,Shadowing,True,True,24,40,L,9557b84fde8fc249c0638cbfd8d58bb829e097fe11bf4c73f1383ab82c943f17,,False,False,9
4095,data/raw/extracted/InfraredSolarModules/images/4095.jpg,images/4095.jpg,Cell-Multi,Cell-Multi,True,True,24,40,L,270a351bb7873f9442f948de2df06b4e619b789b1d5577a4ac8d5f436dd93738,,False,False,2
14860,data/raw/extracted/InfraredSolarModules/images/14860.jpg,images/14860.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,7de2c4c5d538d566d278ea30eb2f8a3c8c461c7d00c3086b315006b2f2387e71,,False,False,0
3272,data/raw/extracted/InfraredSolarModules/images/3272.jpg,images/3272.jpg,Shadowing,Shadowing,True,True,24,40,L,b24aeec9b6ed3ebd5cd049de96a02c9812041ab157029540071a9f4896bbc222,,False,False,9
7591,data/raw/extracted/InfraredSolarModules/images/7591.jpg,images/7591.jpg,Cracking,Cracking,True,True,24,40,L,74e2a48a9c11d2e94fd66c409f87e2f6ea6853c39ca52b328ab8058090a8236a,,False,False,3
3828,data/raw/extracted/InfraredSolarModules/images/3828.jpg,images/3828.jpg,Cell-Multi,Cell-Multi,True,True,24,40,L,e40cef76d0e86eb99c9f23ea3764e0de04281dd7d4ea9f339889136ecfd1d979,,False,False,2
5268,data/raw/extracted/InfraredSolarModules/images/5268.jpg,images/5268.jpg,Cell,Cell,True,True,24,40,L,f36339dca249354448af90cfcc1cc4bcc24091f04428acf1c0e81fb2cd804b17,,False,False,1
17184,data/raw/extracted/InfraredSolarModules/images/17184.jpg,images/17184.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,9ceb9d70003d9c9b0294233903064f1c6cd1a15f473ed3e4a8e9084e1f0713d0,,False,False,0
16950,data/raw/extracted/InfraredSolarModules/images/16950.jpg,images/16950.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,0ff86ddca8aaa8bd2666a9703556dc47ffc0fab3de2db9e31f6e5ce04c7f191b,,False,False,0
14698,data/raw/extracted/InfraredSolarModules/images/14698.jpg,images/14698.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,81bfb08969dee98a38f5d528ec95def14dfac26c845f971832159efc4145fcfe,,False,False,0
11869,data/raw/extracted/InfraredSolarModules/images/11869.jpg,images/11869.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a738ffd5222f645c645c23dfb9e2b6336ff52a64769ef51f01fcc2633333c1d5,,False,False,0
18081,data/raw/extracted/InfraredSolarModules/images/18081.jpg,images/18081.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,36a59876fe13c48cde80a9ff01d3b219c1388bc94b9f278216c52e83a1983eb0,,False,False,0
1860,data/raw/extracted/InfraredSolarModules/images/1860.jpg,images/1860.jpg,Diode,Diode,True,True,24,40,L,cd9be6bebe6e718985f73bbb13cab1104455e8a5967d54d501cbea0ffc034e96,,False,False,4
5162,data/raw/extracted/InfraredSolarModules/images/5162.jpg,images/5162.jpg,Cell,Cell,True,True,24,40,L,21f9eb04d66c22ecfe29666c3ba02710facf0dcc26deba4f6e547e56da0787d7,,False,False,1
3920,data/raw/extracted/InfraredSolarModules/images/3920.jpg,images/3920.jpg,Cell-Multi,Cell-Multi,True,True,24,40,L,b4e0b7cc56558dea2196996a827238d4e41afbfcd9819a38f25811f870ddf4ff,,False,False,2
17140,data/raw/extracted/InfraredSolarModules/images/17140.jpg,images/17140.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,0b7d24cc786ecc1db670f3b9fc1a6dd19d1c061be74dd46ae236efdf8c606087,,False,False,0
7612,data/raw/extracted/InfraredSolarModules/images/7612.jpg,images/7612.jpg,Cracking,Cracking,True,True,24,40,L,e97d367072d50bd5498713c5adab70199ede81d65a16e9c4facfb6b5b83570f0,,False,False,3
19304,data/raw/extracted/InfraredSolarModules/images/19304.jpg,images/19304.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5f2fe520a1e2cf7ff7c80246e023f76ca32c2e47c04d67b17285e58fb169fab7,,False,False,0
5369,data/raw/extracted/InfraredSolarModules/images/5369.jpg,images/5369.jpg,Cell,Cell,True,True,24,40,L,db6042a207f335459754be22ba2be779874bd0ea4eb3f1081e1cc1928cbb62f3,,False,False,1
13511,data/raw/extracted/InfraredSolarModules/images/13511.jpg,images/13511.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,9fdf010787ec315b2fa73b14bdbd0d6ce2c28b6d4c11b949857e956bc1f5049f,,False,False,0
