image_id,image_path,relative_path,original_label,class_label,exists,is_valid,width,height,mode,sha256,error,is_exact_duplicate,has_label_conflict
5983,data/raw/extracted/InfraredSolarModules/images/5983.jpg,images/5983.jpg,Cell,Cell,True,True,24,40,L,c77e641bbae39c8dbdafacb3cd8a7ce44085de681884d9371c0016ecbc6cd57c,,False,False
5980,data/raw/extracted/InfraredSolarModules/images/5980.jpg,images/5980.jpg,Cell,Cell,True,True,24,40,L,0206dde6230ad63462b985ca10395136fcc538de205376ae713ee96131e27fc0,,False,False
5981,data/raw/extracted/InfraredSolarModules/images/5981.jpg,images/5981.jpg,Cell,Cell,True,True,24,40,L,571e01c19a8f359837b90e66ce9d3853a73acde0d038a52b4f5355c18520cf42,,False,False
5986,data/raw/extracted/InfraredSolarModules/images/5986.jpg,images/5986.jpg,Cell,Cell,True,True,24,40,L,3213602c409a271ba28ff1305dc18d9d4f54a606131924531c3c3c3a92af6f0a,,False,False
5987,data/raw/extracted/InfraredSolarModules/images/5987.jpg,images/5987.jpg,Cell,Cell,True,True,24,40,L,ae54d16ec5a4b86366557e7005ae891891eba26eb0caa11f786820ee273128d5,,False,False
5984,data/raw/extracted/InfraredSolarModules/images/5984.jpg,images/5984.jpg,Cell,Cell,True,True,24,40,L,0027fe0c675cbf32dee8fdcd128f6115d647498a3d3a70f7115c4fcf5a29c139,,False,False
5985,data/raw/extracted/InfraredSolarModules/images/5985.jpg,images/5985.jpg,Cell,Cell,True,True,24,40,L,7b2249e4e43e0cdd542c65ae2c0ac0afe30d5c6ef5db5c724a647cf42fea663d,,False,False
12441,data/raw/extracted/InfraredSolarModules/images/12441.jpg,images/12441.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,d2dbae04f49191f8624bc4db7c8c9335a4d66ddc6d822eed564bf76bce447f83,,False,False
19713,data/raw/extracted/InfraredSolarModules/images/19713.jpg,images/19713.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,843bdf3bf9fcda998ce9597f2c7da55184a2387c30b380579002dfde22b66b0b,,False,False
14544,data/raw/extracted/InfraredSolarModules/images/14544.jpg,images/14544.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,789e034570a2579734d3cca72fa4734fcd63099d47f4336b955a93e7467b9737,,False,False
15267,data/raw/extracted/InfraredSolarModules/images/15267.jpg,images/15267.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,032ded98ff531d53e0e2f146322cf8dcc4e7bd46820343333c918e159bd3493b,,False,False
19711,data/raw/extracted/InfraredSolarModules/images/19711.jpg,images/19711.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,56f6955185552d1f15e4b5b262e7c79b2aecc1d2520b3ceb42690f015b1923eb,,False,False
18516,data/raw/extracted/InfraredSolarModules/images/18516.jpg,images/18516.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,d2e91ffee84eaa9c8e764c97a4006416a60adf2dcde9b19f6c08348de148d5ca,,False,False
16070,data/raw/extracted/InfraredSolarModules/images/16070.jpg,images/16070.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,6aca1ae8a3e8152c0086f94332a7ae29d804e037326329a8c500415aa5c0228d,,False,False
19717,data/raw/extracted/InfraredSolarModules/images/19717.jpg,images/19717.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,b8e18fda62bfdc3ef51d4a4f89be9e9e5bed76d65a54f970d16e8da5c29c834b,,False,False
19716,data/raw/extracted/InfraredSolarModules/images/19716.jpg,images/19716.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,20bc383ee97ff8e0676f720146563a8f835995f8e9323b6636c531cdc3b133b1,,False,False
16075,data/raw/extracted/InfraredSolarModules/images/16075.jpg,images/16075.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cf7a0ec7b84cd411da184afeb208eebf18fd279b8770f96fe5c2bb894128c002,,False,False
18441,data/raw/extracted/InfraredSolarModules/images/18441.jpg,images/18441.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5fd42ea773da8ad63e6ef9c98fad07be2e13877d71ca5b628649a5419c19379f,,False,False
16074,data/raw/extracted/InfraredSolarModules/images/16074.jpg,images/16074.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8b38852f5a78f1b830a22f72b9bb0d5c589177faeecf0cf4fc5d726d4e5fcfa0,,False,False
6796,data/raw/extracted/InfraredSolarModules/images/6796.jpg,images/6796.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,cf60655772e2b2f92f1e42e9062db01116e2a1e82ef8ba2ff26a7c80b1ac00b9,,False,False
6797,data/raw/extracted/InfraredSolarModules/images/6797.jpg,images/6797.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,b4cc9a1cec61fcce0ec90e7d6ae610795eddfb05ff60dc6fd7d70f7c44677f51,,False,False
6794,data/raw/extracted/InfraredSolarModules/images/6794.jpg,images/6794.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,881c004f5bdc97c9942db60a5aa1aba5fc4b3d39132399d573c1959b8aaccf34,,False,False
6795,data/raw/extracted/InfraredSolarModules/images/6795.jpg,images/6795.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,f1cf044fb7b92d75317a4a897863883546b2ca9a5eb55ae47057c5860afe3d2f,,False,False
6792,data/raw/extracted/InfraredSolarModules/images/6792.jpg,images/6792.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,70f346a44de6f0b57dc42784d67200d5d8473517f966a554d455c7d41b2b5e35,,False,False
6793,data/raw/extracted/InfraredSolarModules/images/6793.jpg,images/6793.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,2bc9da08f23596ead23c24a926f84efdf2be32587b60306389fd23648e72cb55,,False,False
6790,data/raw/extracted/InfraredSolarModules/images/6790.jpg,images/6790.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,3aca7e9749888b0e926840f8252a46bb73677b531b2b66c8e3c832ae0544f302,,False,False
6791,data/raw/extracted/InfraredSolarModules/images/6791.jpg,images/6791.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,6c4c44d9baba18e98b872a6497af41a2abfede5153f5f6fd0ac710f5b0ade57d,,False,False
13637,data/raw/extracted/InfraredSolarModules/images/13637.jpg,images/13637.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,0d014f086f13263ceefe381a8dea35ea1ffdd1fe22d4b22cb3621d9db573e44c,,False,False
16642,data/raw/extracted/InfraredSolarModules/images/16642.jpg,images/16642.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,d60717645e5243efa41b7a0574a63a9f49c4491e6666f742fe354140104300d3,,False,False
6798,data/raw/extracted/InfraredSolarModules/images/6798.jpg,images/6798.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,159f0f462417f4d937972bc2313fbfa2f927c1afb5dd7e3ff694dfdb59b33b2c,,False,False
6799,data/raw/extracted/InfraredSolarModules/images/6799.jpg,images/6799.jpg,Hot-Spot,Hot-Spot,True,True,24,40,L,bd3017ba55eda44065bda4f918d50b0571ecbdbe2efe48b3e556fbf4c058621b,,False,False
13549,data/raw/extracted/InfraredSolarModules/images/13549.jpg,images/13549.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,55ffa4ba1a76e7c53de3d336a1b73c94b84403bc721d4ac38f69470e200b3cf6,,False,False
19071,data/raw/extracted/InfraredSolarModules/images/19071.jpg,images/19071.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,2e9e1abc5d65d96eed434c9bafcf552f9b57e848e78631f2cd464eceea4e7e29,,False,False
6294,data/raw/extracted/InfraredSolarModules/images/6294.jpg,images/6294.jpg,Cell,Cell,True,True,24,40,L,14ea4ee3bc271b2de3dfef26678515d1317a4d715aa0b728066f57183aa7610a,,False,False
18362,data/raw/extracted/InfraredSolarModules/images/18362.jpg,images/18362.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a470f1fe557015607d4ab45c035c1c16c53071d374565ede5ed2df2fc85955f6,,False,False
270,data/raw/extracted/InfraredSolarModules/images/270.jpg,images/270.jpg,Offline-Module,Offline-Module,True,True,24,40,L,f9f0b2a31b9da485cf057b8100c18c365c3acab6f35ef2bcfe1d9d675d535760,,False,False
271,data/raw/extracted/InfraredSolarModules/images/271.jpg,images/271.jpg,Offline-Module,Offline-Module,True,True,24,40,L,57270783c5560e399fce98091a9ae4569a6d60556ecd57bc132203e702e02962,,False,False
272,data/raw/extracted/InfraredSolarModules/images/272.jpg,images/272.jpg,Offline-Module,Offline-Module,True,True,24,40,L,d96ef1d5a705b92a27698af52a9c3ed5ff3af2fb170db89caf3aac72d89143e1,,False,False
273,data/raw/extracted/InfraredSolarModules/images/273.jpg,images/273.jpg,Offline-Module,Offline-Module,True,True,24,40,L,e4aab4c4fb719a04b15709d836a0d21737fe73953d7fb12fe2a3db0c168b3b8b,,False,False
274,data/raw/extracted/InfraredSolarModules/images/274.jpg,images/274.jpg,Offline-Module,Offline-Module,True,True,24,40,L,20900e0d08145c5f642ce0f46ce339c860fec14e597b8053d789209451702d6d,,False,False
275,data/raw/extracted/InfraredSolarModules/images/275.jpg,images/275.jpg,Offline-Module,Offline-Module,True,True,24,40,L,2565c615623297391f9cd16bf678dcc09bb021e73807ae097f2f90df0d9ef2aa,,False,False
276,data/raw/extracted/InfraredSolarModules/images/276.jpg,images/276.jpg,Offline-Module,Offline-Module,True,True,24,40,L,6410417253c47e39f316e56a25e48ad313bcc3079d34ddf595d95d9e51c95952,,False,False
277,data/raw/extracted/InfraredSolarModules/images/277.jpg,images/277.jpg,Offline-Module,Offline-Module,True,True,24,40,L,9bbfeb99d6137b56375fa234647af31b61bc48cbb5d6bd9d053eb036c58d7a26,,False,False
278,data/raw/extracted/InfraredSolarModules/images/278.jpg,images/278.jpg,Offline-Module,Offline-Module,True,True,24,40,L,28c06a7c774845910b54a095496f59ce3d4134aa660b228a14a84e027aa252b3,,False,False
279,data/raw/extracted/InfraredSolarModules/images/279.jpg,images/279.jpg,Offline-Module,Offline-Module,True,True,24,40,L,ceb8cf59acc11e767b2e834f447f677826acddaa6cc53730c34dcf8191f0ec20,,False,False
16259,data/raw/extracted/InfraredSolarModules/images/16259.jpg,images/16259.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,1922c3a8c28527b67ffd8eba7d66eae01869181863c2c13f1e5a1095e538cf42,,False,False
16258,data/raw/extracted/InfraredSolarModules/images/16258.jpg,images/16258.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,3bcddae07374c569860d4e9d965e9c1ec954d0a5428eb5f92de4f79dd48077a9,,False,False
16701,data/raw/extracted/InfraredSolarModules/images/16701.jpg,images/16701.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,e1bf7e4d11e2e9bec4aa07ce78acaf5efdc15d75ddad10d769dac1cd8c957cbc,,False,False
16700,data/raw/extracted/InfraredSolarModules/images/16700.jpg,images/16700.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,22eedf568b333044383482ea417d14f4dfbcdd044f51d2fa23a48ea059142367,,False,False
16703,data/raw/extracted/InfraredSolarModules/images/16703.jpg,images/16703.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,257b56c399aea256f3f414675aeb3956d12931e6c8b0520aafe69bb74dead7fd,,False,False
16702,data/raw/extracted/InfraredSolarModules/images/16702.jpg,images/16702.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8de88136bc893332f8dff4a396a51ca21c5c7f613e0f4bab6690b4e110427f5a,,False,False
12019,data/raw/extracted/InfraredSolarModules/images/12019.jpg,images/12019.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f1d73e34b3f6cf2bc5288f56efb1d27813c9bc60ea7b86180d68fe6f2c1238b4,,False,False
12018,data/raw/extracted/InfraredSolarModules/images/12018.jpg,images/12018.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,aa24db1fe4727723dc4cf51e07ff0700021ee75e3c3dcc92d61874d7c2641cf9,,False,False
12015,data/raw/extracted/InfraredSolarModules/images/12015.jpg,images/12015.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f811f3ca39d3d866ed06fa8bbff388130938ff89566562f9bf96508b5431b214,,False,False
12014,data/raw/extracted/InfraredSolarModules/images/12014.jpg,images/12014.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,6a9356c5a16158a38606eb40cc1870bde697905d69ea81c137c9c6acd9f71378,,False,False
12017,data/raw/extracted/InfraredSolarModules/images/12017.jpg,images/12017.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cf286c4683709423527351c8c7e23a8b2459210fd190016166f17ee76e704070,,False,False
12016,data/raw/extracted/InfraredSolarModules/images/12016.jpg,images/12016.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,9b5b633872bef83b9169b69acb14e7843e9568aa74707ac65f2e8e6ddad4c475,,False,False
12011,data/raw/extracted/InfraredSolarModules/images/12011.jpg,images/12011.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,ff7e09a01a74b317b12f5e407a852742c5c0adcc5c477497efc2a4b2d8c70e4d,,False,False
12010,data/raw/extracted/InfraredSolarModules/images/12010.jpg,images/12010.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,20ea010d7f930e8604897fd834dd883c52682b8df3e422bc29103495439cede3,,False,False
12013,data/raw/extracted/InfraredSolarModules/images/12013.jpg,images/12013.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c2bb6b35a0ef00268ed3b213a8823f15c46185c2d9449afc740ac7028ebbd2a5,,False,False
12012,data/raw/extracted/InfraredSolarModules/images/12012.jpg,images/12012.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,82bae2ee9595a61aa28abaecc42f24fb5a06d52b9455ed152305da0f261ff7af,,False,False
17258,data/raw/extracted/InfraredSolarModules/images/17258.jpg,images/17258.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,79b483294645b6fbb72d0bfcff5593666e20d8a9d5f9f49646de72e0e427dd88,,False,False
15369,data/raw/extracted/InfraredSolarModules/images/15369.jpg,images/15369.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,b083e4b12275b2934ff2eb02f99bfa652b6a900541f7be5dcfd35d94f0a3947f,,False,False
15950,data/raw/extracted/InfraredSolarModules/images/15950.jpg,images/15950.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,57e65fe04342a478ed8eb871a533cb9f3fafd3bfee4e4e485dc39514dca477d8,,False,False
17250,data/raw/extracted/InfraredSolarModules/images/17250.jpg,images/17250.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f43f81862eddf5d3e260ed8d95d440d87c20d108d89fe3772ea7aa255fc56f65,,False,False
17251,data/raw/extracted/InfraredSolarModules/images/17251.jpg,images/17251.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,86630429a7b3afc43e6b9e223d2ca7bc7194505bed16762714f601bdcfd0e628,,False,False
17252,data/raw/extracted/InfraredSolarModules/images/17252.jpg,images/17252.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,e14e0b8c189f13bc502fe88a5c2f32dfa2637329ac7ae85261dd906eb10f0d5a,,False,False
17253,data/raw/extracted/InfraredSolarModules/images/17253.jpg,images/17253.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,814cdce79fdf59c8e6d1e2620120d2628e2cfc15c26ab8e25af6f2249236614a,,False,False
17254,data/raw/extracted/InfraredSolarModules/images/17254.jpg,images/17254.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,0482198b7209b5c0790e1ef3408ee36dc1d3e8c1204f6cc08e42e270b84d8b4e,,False,False
15953,data/raw/extracted/InfraredSolarModules/images/15953.jpg,images/15953.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,43b4b37682a98622874dafa5f1c1d6823cafb29b399643d80106100bf38d34a4,,False,False
17256,data/raw/extracted/InfraredSolarModules/images/17256.jpg,images/17256.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f4b21fa983d2a64f8a63b6fa04c2f149cac7202aa303a2d5e3f520a9329e7ffd,,False,False
17257,data/raw/extracted/InfraredSolarModules/images/17257.jpg,images/17257.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f9c04e0ee281864f285222805662571cb4856f6f8a86eb08721a101706de9716,,False,False
10709,data/raw/extracted/InfraredSolarModules/images/10709.jpg,images/10709.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5f7de2a74a9d57931bc8e4d4d6741d7c5f1a9151fe71b8cbccb613f56c1d4825,,False,False
10708,data/raw/extracted/InfraredSolarModules/images/10708.jpg,images/10708.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,0184580e56df6f2e5900e79d187ad70f1db964090fce9e97bebd2c4dccd8f6d8,,False,False
9528,data/raw/extracted/InfraredSolarModules/images/9528.jpg,images/9528.jpg,Vegetation,Vegetation,True,True,24,40,L,ae908422115e0d5fba85831d0e99aa57fa1ebef267e7a9fb3a5682392115a551,,False,False
9529,data/raw/extracted/InfraredSolarModules/images/9529.jpg,images/9529.jpg,Vegetation,Vegetation,True,True,24,40,L,8e50617fbbe54d649b8380e173bb67491015d385b22bd325115c94edb3bc109f,,False,False
9258,data/raw/extracted/InfraredSolarModules/images/9258.jpg,images/9258.jpg,Vegetation,Vegetation,True,True,24,40,L,3f0bbb688de3f17afbc130e2ed7b4f24915bff6e0dfd385d2e054531923104c6,,False,False
9259,data/raw/extracted/InfraredSolarModules/images/9259.jpg,images/9259.jpg,Vegetation,Vegetation,True,True,24,40,L,6db9547b3c3b56bdd8eeaa6b80f8ec7c54d3831f72a5f24e999436324acf8b77,,False,False
9256,data/raw/extracted/InfraredSolarModules/images/9256.jpg,images/9256.jpg,Vegetation,Vegetation,True,True,24,40,L,6843c84bfeef655d4c75d6b5dd6f1aef0955d4467607d2c15ddaafc5cc1e9bdf,,False,False
9257,data/raw/extracted/InfraredSolarModules/images/9257.jpg,images/9257.jpg,Vegetation,Vegetation,True,True,24,40,L,e193cbad0c929d7df81c4b2ee19618958018c7dfa26b3aee667833af772d762e,,False,False
9254,data/raw/extracted/InfraredSolarModules/images/9254.jpg,images/9254.jpg,Vegetation,Vegetation,True,True,24,40,L,eba5482fcaa27a5b220b90db7ec7067da911dd9dadd9c743bdf428eeccb78d34,,False,False
9255,data/raw/extracted/InfraredSolarModules/images/9255.jpg,images/9255.jpg,Vegetation,Vegetation,True,True,24,40,L,c13702abc48989eb007d8bc146a80a216274d586681fcf4b72fa57e26dc3bb9c,,False,False
9252,data/raw/extracted/InfraredSolarModules/images/9252.jpg,images/9252.jpg,Vegetation,Vegetation,True,True,24,40,L,76d1f4d34cc289ac39f987394348ef9be14577623eab2d4e3b3b61d574bfa8b1,,False,False
9253,data/raw/extracted/InfraredSolarModules/images/9253.jpg,images/9253.jpg,Vegetation,Vegetation,True,True,24,40,L,72c21cf44b8c2335d2373fc0e5697d496fced58d3fdde594f955dffd6add403b,,False,False
9250,data/raw/extracted/InfraredSolarModules/images/9250.jpg,images/9250.jpg,Vegetation,Vegetation,True,True,24,40,L,114621a3d14ef4dae9ec9f5c01b69b20f57a0a86f2e20766c9148a8f9c65525a,,False,False
9251,data/raw/extracted/InfraredSolarModules/images/9251.jpg,images/9251.jpg,Vegetation,Vegetation,True,True,24,40,L,e23154ffa1121e1a729d6b108feccb84ee656f0c9eb8d7b09bfeb571ca616d60,,False,False
16833,data/raw/extracted/InfraredSolarModules/images/16833.jpg,images/16833.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,1e0815575c8ddb2b9fea077211958354bbd27ba336a4c31412c311cd29fe873b,,False,False
15957,data/raw/extracted/InfraredSolarModules/images/15957.jpg,images/15957.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,06c9ce7fc6deff32b35461ae3dffcd5d2abde9db931e4f795e56b77a8cdf9c63,,False,False
18517,data/raw/extracted/InfraredSolarModules/images/18517.jpg,images/18517.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,e093f5773e1d28f18aff5bbde1fd4a0375bae4343937ed4f77903bc3f6a87560,,False,False
15956,data/raw/extracted/InfraredSolarModules/images/15956.jpg,images/15956.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,08a751a6abb12683c79e2a6670ee3e180d2b9d8460484f6592ebbfca988f8374,,False,False
17577,data/raw/extracted/InfraredSolarModules/images/17577.jpg,images/17577.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,406d431359e5b607c35d2975b8f3cec8f62ce1b0b42ed918b1c13d6b0a8fd8ea,,False,False
17301,data/raw/extracted/InfraredSolarModules/images/17301.jpg,images/17301.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a45b01457a5fedf6862c82ae82c891363cc2fa1160fbdf6caa622c009f115b65,,False,False
19957,data/raw/extracted/InfraredSolarModules/images/19957.jpg,images/19957.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,fb6803229acab8d61b2fe2487d1a74b642c1ff283ba8eefb12479740d4fef435,,False,False
19397,data/raw/extracted/InfraredSolarModules/images/19397.jpg,images/19397.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,05ee533ec5ac959e455b5d38b3d8b327ce0d75c3b3a2edd3e1567fa33af3c99a,,False,False
19396,data/raw/extracted/InfraredSolarModules/images/19396.jpg,images/19396.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5be822629720afec4ba9f7a8297ea0262fab7114d8d76506978a2e0805dd6a57,,False,False
10619,data/raw/extracted/InfraredSolarModules/images/10619.jpg,images/10619.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,828169a331a3db60742683503ed4f78626068dc29874e236bb764a8855d17819,,False,False
19395,data/raw/extracted/InfraredSolarModules/images/19395.jpg,images/19395.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,19c78f7ab17eb4a31c1d1bf945f8ad76f2d1c853021bead20a1eb311963f9f4a,,False,False
2143,data/raw/extracted/InfraredSolarModules/images/2143.jpg,images/2143.jpg,Diode,Diode,True,True,24,40,L,f887abdb40171a1ba67a0ef8eb6591cd1a075e64878f6aec3e2f2140a093f6d5,,False,False
19394,data/raw/extracted/InfraredSolarModules/images/19394.jpg,images/19394.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,b47ba8576af73e8a0d0beb8fded5249602b0962e817d17cee890b0320c04b18b,,False,False
16381,data/raw/extracted/InfraredSolarModules/images/16381.jpg,images/16381.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,db32a40f0bbdde2c9f767ed9b46eff6cbac01e452b305b300b262a38961f45d1,,False,False
19305,data/raw/extracted/InfraredSolarModules/images/19305.jpg,images/19305.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cadaa02235ea3e2aa21489ff92604fd66a00290576a6a0506b6d13cac34bd290,,False,False
19393,data/raw/extracted/InfraredSolarModules/images/19393.jpg,images/19393.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,755d11ddfaf9c7f4d3c46a2e38216250d6aed5ac2cfec59feb948fcb531a705e,,False,False
